id,content,parent,topic
cb8b9891-decb-4b44-84c4-a590be9bf04a,['اصل یا تصویر اصل کروکی پلیس راهور ناجا. تصویر برگههای بازجویی طرفین حادثه. تصویر گزارشهای تکمیلی ناجا. تصویر بیمهشخص ثالث معتبر طرفین حادثه. نظریه هیاتهای کارشناسان رسمی دادگستری. تصویر برگه تفهیم کروکی. تصویر گواهینامه راننده حین تصادف. تصویر کارت مشخصات خودرو طرفین حادثه. تصویر شناسنامه مالکیت خودرو زیان دیده. فاکتور اجرت خدمات تعمیرات و لوازم تعویضی. اصل یک قطعه کوپن بیمهنامه شخص ثالث مقصر'],مدارک لازم برای تشکیل پرونده بیمه شخص ثالث,شرایط استفاده همزمان از بیمه شخص ثالث مقصر و بیمه بدنه زیان دیده
a4cfd17b-384f-4a31-a712-7bd4f237eda7,['اصل و تصویر بیمهبدنه وسیله نقلیه به همراه الحاقیههای صادره احتمالی. اصل و تصویر بیمه نامه شخص ثالث وسیله نقلیه ارائه گزارش مقامات انتظامی تصویر برگههای بازجویی طرفین حادثه تصویر سایر گزارشهای تکمیلی نیروی انتظامی گزارش کتبی کارشناس رسمی دادگستری نظریه هیاتهای کارشناسان رسمی دادگستری تصویر برگه تفهیم کروکی ارائه تصویر چک یا حواله خسارتی که از محل بیمه شخص ثالث مقصر حادثه دریافت شد. اصل و تصویر گواهینامه راننده. اصل و تصویر کارت ملی بیمهگذار و راننده اصل و تصویر شناسنامه مالکیت خودرو اصل فاکتور هزینههای حمل و نجات خودرو اصل فاکتور اجرت تعمیرات و قیمت لوازم'],مدارک لازم برای تکمیل پرونده خسارت بیمه بدنه اتومبیل,شرایط استفاده همزمان از بیمه شخص ثالث مقصر و بیمه بدنه زیان دیده
ec29e0a8-b494-4d31-b348-7d42087e8652,['گاهی شرایط به گونهای است که باید از بیمه بدنه و بیمه شخص ثالث بهطور همزمان استفاده کرد. درواقع اگر خسارتهای خودروی زیاندیده بیشتر از مبلغی باشد که بیمه شخص ثالث متعهد به پرداخت آن شده است، فرد زیاندیده میتوانید از بیمه بدنه خودروی خود نیز استفاده کند.'],استفاده همزمان از بیمه شخص ثالث مقصر و بیمه بدنه زیان دیده,شرایط استفاده همزمان از بیمه شخص ثالث مقصر و بیمه بدنه زیان دیده
8004aeaf-825b-4b13-bade-0af4c8784932,"['اگر هنوز رمز اول و دوم کارتهای بانکی نگرفتید و یا به سبکهای سنتی علاقه مند هستین، میتونین به بانکهای رفاه، ملی، ملت، سپه، صادرات و تجارت از هر شهری که هستین برید و بهصورت حضوری حق بیمتون رو پرداخت کنید. که البته نسبت به روشهای دیگه زمانبرتره! پس اگه وقت اضافی ندارین دور این روش رو خط بکشید، چون روشهای آسونتری هم هست.', 'حتما بخوانید:', 'مشاهده سوابق بیمه شدگان تامین اجتماعی در سامانه جدید اینترنتی']",پرداخت از طریق بانک‌ها,راه‌های پرداخت حق بیمه کارفرمایی
6d6fc5db-95ca-4176-b193-e23b762abf76,"['یه روش خوب و راحت برای پرداخت حق بیمه، مراجعه به سایت بانک رفاه کارگران هست. پس به این آدرس مراجعه کنین http://www.refah-bank.ir، از منوی اصلی، قسمت خدمات الکترونیک، پرداخت حق بیمه با کارت شتابی رو انتخاب کنین و شناسه پرداخت و مبلغ قابل پرداخت رو وارد کنین و پرداختتون رو راحت انجام بدین.', 'یه روش دیگه برای پرداخت حق بیمه کارفرمایان، استفاده از پرتال اختصاصی کارفرمایان در سایت تامین اجتماعی به آدرس portal.tamin.ir هست. وقتی وارد سایت شدین نام کاربری و گذرواژهتون رو وارد کنید و پرداخت رو خیلی ساده و امن انجام بدین.', 'اپلیکیشن موبایل سه سوت', 'اپلیکیشن موبایل ۷۲۴ (سه سوت) یه راه دیگه برای کسایی که معمولاً کاراشون رو از طریق اپ موبایل انجام میدن هست. پس به این سایت http://www.724sep.ir برید و اپ رو دانلود کنین و از پرداختتون با اپلیکیشن لذت ببرید.']",پرداخت حق بیمه با کارت شتاب از طریق سایت بانک رفاه کارگران,راه‌های پرداخت حق بیمه کارفرمایی
84ef1cef-1ce1-4d25-9765-7c5fbdfe4e8c,"['یه روش دیگه برای پرداخت حق بیمه کارفرمایان، استفاده از پرتال اختصاصی کارفرمایان در سایت تامین اجتماعی به آدرس portal.tamin.ir هست. وقتی وارد سایت شدین نام کاربری و گذرواژهتون رو وارد کنید و پرداخت رو خیلی ساده و امن انجام بدین.', 'اپلیکیشن موبایل سه سوت', 'اپلیکیشن موبایل ۷۲۴ (سه سوت) یه راه دیگه برای کسایی که معمولاً کاراشون رو از طریق اپ موبایل انجام میدن هست. پس به این سایت http://www.724sep.ir برید و اپ رو دانلود کنین و از پرداختتون با اپلیکیشن لذت ببرید.']",پرداخت حق بیمه با کارت شتاب از طریق سایت بانک رفاه کارگران,راه‌های پرداخت حق بیمه کارفرمایی
1cc90d85-8306-4591-851b-6647e34b8d8d,['یه راه خیلی خوب و راحت برای پرداخت حق بیمه استفاده از کد USSD هست. کافیه کد *۷۲۴*۷۱۳# با تلفن همراهتون شمارهگیری کنین و وارد منوی پرداخت قبض سازمان تامین اجتماعی بشین و اطلاعات شناسه قبض، مبلغ قبض، شماره کارت و رمز دوم کارتتون رو وارد کنین و به راحتی با هر کدوم از کارتهای عضو شتاب پرداختتون رو انجام بدین! به همین راحتی…'],پرداخت حق بیمه از طریق سامانه مبتنی بر USSD بانک رفاه,راه‌های پرداخت حق بیمه کارفرمایی
e21db575-63eb-4e61-a2a6-e5ae9ac95749,"['بیمه حوادث سرنشین به جبران خسارات جانی راننده مقصر میپردازد و زیرمجموعهای از بیمه شخص ثالث است. در حوادث رانندگی، خسارات اشخاص ثالث، که شامل خودروی مقابل، راننده و سرنشینان خودروی مقابل و سرنشینان خودروی مقصر هستند، توسط بیمه شخص ثالث پرداخت خواهد شد. این بیمه شامل زیرمجموعهای است که خسارات جانی راننده مقصر را نیز تحت پوشش قرار میدهد. در گذشته، بیمه حوادث سرنشین به صورت جداگانه ارائه میشد، اما در حال حاضر بخش ثابتی از بیمه شخص ثالث است.', 'از آن جا که داشتن بیمه شخص ثالث برای همه صاحبان وسایل نقیه موتوری اجباریست، همه افراد ملزماند تحت پوشش بیمه حواث سرنشین نیز باشند. البته برای دریافت این بیمه تنها لازم است حق بیمه شخص ثالث را بپردازید.']",بیمه حوادث سرنشین چیست؟,بیمه حوادث سرنشین چیست؟
c89590e4-0b3a-4c35-8b10-ef07a8776c70,"['پوششهای این بیمه عبارتند از:', 'دیه جراحت و آسیبها هزینههای پزشکی فرد آسیبدیده دیه نقص عضو؛ دیه ازکارافتادگی کامل یا جزئ دیه فوت', 'خوب است بدانید که طبق قوانین بیمه، دیه مقصر تنها بر اساس دیه ماههای غیرحرام پرداخت خواهد شد. دیه اشخاص ثالث در ماههای حرام مبلغی بالاتر از ماههای عادی است، اما برای راننده مقصر، این مبلغ در همه ماهها ثابت بوده و همان مبلغ دیه در ماههای عادی در نظر گرفته شده است.']",پوشش‌های بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
6476999b-dc1c-4408-af2d-499ab5a61d67,['شاید نام «بیمه حوادث سرنشین» شما را به اشتباه بیندازد که این بیمه تنها برای جبران خسارات سرنشینان است، اما توجه داشته باشید که خسارات هیچ سرنشینی توسط این بیمه پرداخت نمیشود. در واقع خسارات سرنشینان هر دو خودرو تحت پوشش بیمه شخص ثالث است و بیمه حوادث سرنشین تنها غرامت خسارات وارده به راننده مقصر را پرداخت خواهد کرد.'],دیه سرنشینان هر خودرو توسط کدام بیمه پرداخت می‌شود؟,بیمه حوادث سرنشین چیست؟
59ba0e2d-6af0-4b10-8a92-aae0efe907e4,['بیمهنامه حوادث سرنشین و بیمه بدنه هر دو به جبران خسارات راننده مقصر میپردازند، اما تفاوتهای مهمی دارند. بیمه حوادث سرنشین تنها خسارات جانی راننده مقصر را جبران خواهد کرد و برای دریافت آن تنها لازم است تحت پوشش بیمه شخص ثالث باشید. اما بیمه بدنه خسارات مالی راننده مقصر، یعنی هزینههای تعمیر یا تعویض خودروی او را جبران میکند. برای بهرهمندی از پوششهای این بیمه، لازم است آن را به صورت جداگانه خریداری کنید و حق بیمه آن را بپردازید. همچنین بیمه بدنه تنها در تصادفات رانندگی کاربرد ندارد، بلکه خسارات ناشی از سرقت، بلایای طبیعی و.. را نیز جبران میکند.'],تفاوت بیمه حوادث سرنشین و بیمه بدنه,بیمه حوادث سرنشین چیست؟
2072cfae-8a53-4187-91f9-d9e706e7548a,['خسارتی که برای جراحات راننده مقصر از بیمه حوادث سرنشین دریافت میکنید به شدت آسیبهای وارده بستگی خواهد داشت. برای محاسبه این خسارت، هزینههای پزشکی درمان سرپایی یا بستری در نظر گرفته میشوند و برای پرداخت دیه جراحت، نقص عضو، از کار افتادگی و فوت، شرکت بیمهگر طبق دیه انسان کامل غرامت راننده را پرداخت خواهد کرد.'],نحوه محاسبه خسارات بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
a18e90fe-8911-4f27-b5c1-923b62835903,['بیمه حوادث سرنشین یا راننده برای شما هزینهای نخواهد داشت، زیرا با پرداخت حق بیمه شخص ثالث، تحت پوشش این بیمه نیز قرار خواهید گرفت. حق بیمه شخص ثالث نیز با توجه به نرخ پایه بیمه مرکزی (که بر اساس نرخ دیه کامل در ماههای حرام تعیین میشود)، نوع و کاربری خودرو، مشخصات فنی خودرو و سوابق بیمه شخص ثالث تعیین میشود. برای دریافت تخفیف بیمه حوادث سرنشین، لازم است در گذشته برای حداقل یک سال تحت پوشش بیمه شخص ثالث بوده باشید تا امکان دریافت تخفیف تا سقف ۷۰ درصد حق بیمه را کسب کنید.'],قیمت بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
332da54e-6e71-422a-a4c8-8a1c639727f8,"['پس از وقوع یک سانحه رانندگی، میتوانید با توجه به نوع خسارت وارده مدارک لازم را آماده کرده و برای دریافت خسارت از شرکت بیمه اقدام کنید.لازم است مدارک شما در زمان دریافت خسارت کامل باشند، زیرا در غیر این صورت شرکت بیمه تعهدی برای پرداخت خسارات نخواهد داشت. مدارک ضروری برای دریافت خسارت از این بیمه برای خسارات نقص عضو و فوت متفاوت خواهند بود.', 'برای دریافت خسارات جراحات راننده در تصادفات رانندگی، لازم است این مدارک را به شرکت بیمه خود ارائه کنید:', 'اصل گواهینامه و کارت خودرو؛ اصل بیمهنامه شخص ثالث خودرو؛ کپی گزارش یگان نظامی؛ کپی صورتالجلسهای که توسط پلیس از محل حادثه ارائه میشود؛ کپی استعلام بیمهنامه راننده؛ کپی صورتحساب پرداخت حق بیمه؛ کپی کروکی پلیس راهنمایی و رانندگی از تصادف؛ کپی نظریه کارشناس دادگستری؛ اصل و کپی صورتحساب پرداخت شده در مراکز درمانی.', 'در نظر داشته باشید که پزشک باید توسط شرکت بیمهگر معرفی شده باشد، در این صورت تعهدی در قبال پرداخت خسارات نخواهد داشت.', 'برای دریافت دیه فوت راننده از شرکت بیمه، لازم است علاوه بر مدارک بالا، این مدارک را نیز ارائه کنید:', 'گواهی فوت فرد متوفی شناسنامه باطلشده و کارت ملی متوفی مدارک هویتی وراث فرد متوفی مدارک معاینه جسد توسط پزشک قانونی گواهی انحصار وراثت کپی شناسنامه اولیای دم کپی برابر اصل جواز دفن متوفی']",مراحل دریافت خسارت بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
170e94f3-d40c-4a78-913b-530406b47e08,"['برای دریافت خسارات جراحات راننده در تصادفات رانندگی، لازم است این مدارک را به شرکت بیمه خود ارائه کنید:', 'اصل گواهینامه و کارت خودرو؛ اصل بیمهنامه شخص ثالث خودرو؛ کپی گزارش یگان نظامی؛ کپی صورتالجلسهای که توسط پلیس از محل حادثه ارائه میشود؛ کپی استعلام بیمهنامه راننده؛ کپی صورتحساب پرداخت حق بیمه؛ کپی کروکی پلیس راهنمایی و رانندگی از تصادف؛ کپی نظریه کارشناس دادگستری؛ اصل و کپی صورتحساب پرداخت شده در مراکز درمانی.', 'در نظر داشته باشید که پزشک باید توسط شرکت بیمهگر معرفی شده باشد، در این صورت تعهدی در قبال پرداخت خسارات نخواهد داشت.']",مراحل دریافت خسارت بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
43f7a8de-6108-4781-b6a0-11d862c7ba2a,"['برای دریافت دیه فوت راننده از شرکت بیمه، لازم است علاوه بر مدارک بالا، این مدارک را نیز ارائه کنید:', 'گواهی فوت فرد متوفی شناسنامه باطلشده و کارت ملی متوفی مدارک هویتی وراث فرد متوفی مدارک معاینه جسد توسط پزشک قانونی گواهی انحصار وراثت کپی شناسنامه اولیای دم کپی برابر اصل جواز دفن متوفی']",مراحل دریافت خسارت بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
960a4245-fdd7-4f34-a655-e7fde128f2e5,"['برای استفاده از پوششهای این بیمه، علاوه بر ارائه مدارک ضروری، لازم است وظایف دیگری را نیز در نظر داشته باشید؛ از جمله:', 'بیمهگذار وظیفه دارد در کمتر از ۲۴ ساعت حادثه را به شرکت بیمه گزارش کند. در صورت فوت افراد در حادثه، بیمهگذار باید بلافاصله به شرکت بیمه اطلاع دهد تا در صورت لزوم، پیش از دفن کالبدشکافی انجام شود (شرکت بیمه میتواند برای کالبدشکافی جسد را از خاک خارج کند و هزینه این کار بر عهده وراث بیمهگذار خواهد بود). اگر بیمهگذار در سانحه دچار آسیب شود، باید بلافاصله به یک بیمارستان مناسب منتقل شود و اطلاعات درمانی خود را تحت اختیار شرکت بیمه بگذارد. شرکتهای بیمهگر و پزشکهای معتمد هر شرکت میتوانند برای بررسی صدمات و تعیین میزان خسارات فرد بیمهگذار را معاینه کنند.']",وظایف بیمه‌گذار برای دریافت بیمه حوادث سرنشین,بیمه حوادث سرنشین چیست؟
ff165451-a387-441e-a597-dad8bf2833ce,"['بیشتر قوانین و نکاتی که هنگام خرید بیمه میشنوید درباره بیمه شخص ثالث هستند، اما خوب است با بعضی جزئیات بیمه حوادث سرنشین نیز آشنا باشید:', 'بدون خرید بیمه شخص ثالث، هیچ راه دیگری برای بهرهمندی از پوشش بیمه حوادث سرنشین وجود ندارد. اگر راننده مقصر دچار آسیب شود، تنها در صورتی امکان دریافت خسارت را خواهد داشت که آسیبهای او ناشی از حادثه رانندگی باشند. اگر بیمهنامه به موقع تمدید نشود، بیمه شخص ثالث و حوادث سرنشین راننده باطل خواهند شد و راننده ناچار است خسارات را پرداخت کند. میزان خسارت پرداختی شما مبلغ ثابتی نیست، بلکه تنها با توجه به نوع و شدت حادثه محاسبه میشود. اگر تصادف حین رانندگی بدون گواهینامه مناسب یا حین مصرف مشروبات الکلی و مواد مخدر رخ داده باشد، شرکت بیمه تعهدی برای جبران خسارات راننده مقصر یا اشخاص ثالث ندارد. دیه فوت راننده مقصر تنها بر اساس دیه کامل فوت در ماههای غیرحرام محاسبه خواهد شد، حتی اگر سانحه در ماه حرام رخ دهد.']",نکات مهم,بیمه حوادث سرنشین چیست؟
c5686654-c2c0-433d-be89-2060d28c17e7,['بیمه حوادث سرنشین بیمهای ضروری و کاربردیست، اما نیازی نیست نگران خرید آن باشید! از آن جا که این بیمه به زیر مجموعه بیمه شخص ثالث تبدیل شده است، تنها به بیمه شخص ثالث نیاز دارید تا از همه پوششهای هر دو بیمه بهرهمند شوید. این یعنی در تصادفات رانندگی، تمامی افراد هر دو خودرو، از جمله رانندگان و سرنشینان تحت پوشش بیمه هستند و خسارات آسیبهای جانی خود را دریافت خواهند کرد. برای انتخاب و خرید بیمه میتوانید با مراجعه به سایت بیمه بازار، ضمن مقایسه قیمت بیمهنامه خود را به صورت آنلاین خریداری کنید. جهت دریافت مشاوره تلفنی نیز میتوانید با شماره 91007240 تماس بگیرید. کارشناسان بیمه بازار در مارحل صدور تا خرید بیمه در کنار شما خواهند بود.'],سخن پایانی,بیمه حوادث سرنشین چیست؟
7849bdbc-b5ad-4eec-8651-e53438eded39,['در این مورد مقصر مدارک مورد نیاز از قبیل بیمه نامه، برش خسارت، تصویر برابر اصل شده گواهینامه، کارت خودرو، کروکی و اصل نامه معرفی نامه ضمیمه پرونده میکندو خسارت بعد از بازدید محل وقوع حادثه و تخمین خسارت وارده توسط ارزیاب خسارت شرکت بیمه مبلغ به حساب اداره مربوطه واریز میشود و چک خسارتی یا حواله جهت ارائه به آن سازمان تحویل مقصر میشود، شرکتهای بیمه از مقصر حادثه در ازاء تحویل اسناد مالی یک وثیقه جهت اطمینان از تحویل فیش واریزی به آن سازمان دریافت میکند.'],مراجعه مستقیم مقصر به شرکت بیمه با معرفی نامه:,در برخورد خودرو با اشیا ثابت پرداخت خسارت چگونه است؟
7a344891-df99-425a-a23f-46b612afc65d,"['در این مورد نماینده اداره ذیربط با در دست داشتن مدارک مسبب حادثه و معرفی نامه به شرکت بیمه مراجعه میکند که پس از بازدید محل وقوع حادثه و تخمین خسارت وارده توسط ارزیاب خسارت مبلغ خسارت بدون اخذ تضمین به حساب سپرده اداره مربوطه یا شماره حساب دیگر که در معرفی نامه اعلام شده است واریز میشود، همچنین چک خسارت تحویل خواهد شد.', 'مطالب مرتبط:بیمه شخص ثالث؛ بیمه حوادث سرنشین و جبران خسارت راننده مقصر']",مراجعه مستقیم نماینده اداره یا سازمان مربوطه:,در برخورد خودرو با اشیا ثابت پرداخت خسارت چگونه است؟
